31 50
31 50
31 49
31 50
31 50
30 49
31 50
31 50
31 50
31 50
31 49
31 49
31 49
31 49
30 49
30 49
30 49
30 49
30 48
30 49
30 48
30 49
31 49
31 49
31 50
31 49
31 49
31 49
31 49
31 49
31 49
31 49
31 49
31 49
30 49
30 49
30 49
30 49
30 49
30 49
30 49
31 49
31 49
31 49
31 49
30 49
30 48
30 48
30 48
29 48
30 49
31 49
31 49
31 49
31 49
31 49
31 49
31 49
31 50
31 49
31 49
30 49
30 49
30 49
30 48
30 49
30 49
30 48
30 48
30 48
31 50
32 50
32 50
32 50
32 50
32 50
31 49
31 49
31 49
32 50
31 49
30 49
31 50
31 49
31 50
31 50
31 50
31 49
31 49
31 49
31 49
31 49
31 49
32 50
17 28
27 52
55 29
56 30
27 53
32 51
27 53
27 53
27 53
28 53
36 54
36 54
33 52
33 51
34 52
33 51
34 52
34 52
34 52
33 51
33 51
33 51
52 34
53 34
53 34
53 34
53 34
53 34
53 34
54 29
54 34
21 23
21 23
21 23
21 23
21 23
52 34
30 29
34 52
35 52
34 52
34 52
34 52
34 52
34 52
34 52
34 52
34 52
33 51
34 51
34 52
34 52
34 52
34 52
34 52
34 52
34 52
33 51
33 51
33 51
18 27
34 52
34 52
52 33
52 33
34 52
34 52
53 34
53 34
53 34
26 52
33 51
33 51
33 51
33 50
32 50
32 50
33 50
32 49
30 47
40 50
35 52
30 48
33 49
56 37
38 55
22 41
26 48
53 34
37 46
37 46
21 37
31 32
22 45
26 46
53 34
53 34
52 33
52 33
52 33
34 54
33 53
34 53
34 53
34 53
33 52
33 52
36 54
36 54
29 50
41 49
40 49
40 50
39 51
40 50
39 51
41 50
41 49
41 49
41 49
41 49
41 49
41 47
38 47
38 47
38 48
38 48
39 48
39 48
39 48
38 48
39 48
39 47
39 48
39 48
39 48
39 48
39 48
39 48
39 48
39 48
39 48
39 48
39 48
38 48
38 48
39 48
39 48
39 48
39 48
38 48
39 48
39 48
39 48
39 48
39 48
38 48
38 48
39 48
39 48
39 48
39 48
39 48
39 48
39 48
39 48
39 48
39 48
39 48
41 47
39 47
39 47
39 47
39 48
39 48
39 48
39 48
39 48
39 48
39 48
40 48
40 48
40 48
40 48
40 48
40 48
40 48
40 48
39 48
39 48
39 48
39 48
37 48
37 48
38 48
38 48
38 48
38 48
38 48
38 48
39 48
39 48
39 48
39 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
39 48
39 48
39 48
39 48
39 48
39 48
39 48
39 48
39 48
39 48
39 48
41 47
38 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
39 48
39 48
39 48
39 48
39 48
38 48
39 48
39 48
39 48
39 48
39 48
39 48
38 48
39 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
39 48
39 48
39 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
40 47
40 47
39 48
39 48
39 48
39 48
39 48
39 48
39 48
39 48
39 48
39 48
38 48
38 48
39 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
38 48
39 48
39 49
39 48
39 48
39 48
39 48
39 48
39 49
39 48
39 49
38 49
39 48
38 49
38 49
